7   1  10 105 0
7   2  15 105 0
7   3  20 105 0
7   4  25 105 0
7   5  30 105 0
7   6  35 105 0
7   7   5 110 0
7   8  10 110 0
7   9  15 110 0
7  10  20 110 0
7  11  25 110 0
7  12  30 110 0
7  13  35 110 0
7  14  40 110 0
7  15  45 110 0
7  16  50 110 0
7  17   5 115 0
7  18  10 115 0
7  19  15 115 0
7  20  20 115 0
7  21  25 115 0
7  22  30 115 0
7  23  35 115 0
7  24  40 115 0
7  25  45 115 0
7  26  50 115 0
7  27  55 115 0
7  28   5 120 0
7  29  10 120 0
7  30  15 120 0
7  31  20 120 0
7  32  25 120 0
7  33  30 120 0
7  34  35 120 0
7  35  40 120 0
7  36  45 120 0
7  37  50 120 0
7  38  55 120 0
7  39  65 120 0
7  40   5 125 0
7  41  10 125 0
7  42  15 125 0
7  43  20 125 0
7  44  25 125 0
7  45  30 125 1
7  46  35 125 0
7  47  40 125 0
7  48  45 125 0
7  49  50 125 0
7  50  55 125 0
7  51   5 130 0
7  52  10 130 0
7  53  15 130 0
7  54  20 130 0
7  55  25 130 0
7  56  30 130 1
7  57  35 130 1
7  58  40 130 1
7  59  45 130 0
7  60  50 130 0
7  61  55 130 0
7  62  65 130 0
7  63   5 135 0
7  64  10 135 0
7  65  15 135 0
7  66  20 135 0
7  67  25 135 0
7  68  30 135 1
7  69  35 135 1
7  70  40 135 1
7  71  45 135 0
7  72  50 135 0
7  73  55 135 0
8  74   5 140 0
8  75  10 140 0
8  76  15 140 0
8  77  20 140 0
8  78  25 140 0
8  79  30 140 1
8  80  35 140 1
8  81  40 140 1
8  82  45 140 0
8  83  50 140 0
8  84  55 140 0
8  85  65 140 0
8  86  10 145 0
8  87  15 145 0
8  88  20 145 0
8  89  25 145 0
8  90  30 145 0
8  91  35 145 1
8  92  40 145 1
8  93  45 145 0
8  94  50 145 0
8  95  55 145 0
8  96  15 150 0
8  97  20 150 0
8  98  25 150 0
8  99  30 150 0
8 100  35 150 0
8 101  40 150 1
8 102  45 150 0
8 103  50 150 0
8 104  55 150 0
8 105  65 150 0
8 106  15 155 0
8 107  20 155 0
8 108  25 155 0
8 109  30 155 0
8 110  35 155 0
8 111  40 155 0
8 112  45 155 0
8 113  50 155 0
8 114  55 155 0
8 115  20 160 0
8 116  25 160 0
8 117  30 160 0
8 118  35 160 0
8 119  40 160 0
8 120  45 160 0
8 121  50 160 0
8 122  55 160 0
8 123  65 160 0
8 124  30 165 0
8 125  35 165 0
8 126  40 165 0
8 127  45 165 0
8 128  50 165 0
8 129  55 165 0
8 130  35 170 0
8 131  40 170 0
8 132  45 170 0
8 133  50 170 0
8 134  55 170 0
8 135  65 170 0
8 135 -35 145 0
8 136 -30 145 0
8 137 -35 150 0
8 138 -30 150 0
0 139  15 190 0
0 140  20 190 0
0 141  15 195 0
0 142  20 195 0
