45	-66
46	-67
47	-67
48	-68
48	-69
47	-70
46	-71
45	-72
45	-75
45	-76
44	-77
44	-79
43	-80
42	-82
42	-83
43	-82
45	-82
46	-83
50	-88
50	-89
50	-90
50	-91
50	-92
50	-93
50	-94
50	-95
50	-96
50	-97
50	-98
50	-99
50	-100
50	-101
50	-102
50	-103
50	-104
50	-105
50	-106
50	-107
50	-108
50	-109
50	-110
50	-111
50	-112
50	-113
50	-114
50	-115
50	-116
50	-117
50	-118
50	-119
50	-120
50	-121
50	-122
50	-123
50	-124
50	-125
49	-125
48	-125
47	-125
46	-125
45	-125
44	-125
43	-125
42	-125
41	-125
40	-125
33	-120
32	-115
31	-111
31	-106
29	-104
29	-103
29	-102
29	-101
26	-99
25	-97
28	-96
29	-93
29	-92
29	-91
29	-90
29	-89
29	-88
29	-87
29	-86
29	-85
29	-84
25	-82
25	-81
25	-80
25	-79
31	-81
35	-75
37	-75
40	-73
41	-69
43	-70
44	-66
45	-66
