   4.9054152e+01  -1.2317659e+02
   4.9054187e+01  -9.5202089e+01
   4.9408636e+01  -9.5209121e+01
   4.9354562e+01  -9.4783665e+01
   4.8755439e+01  -9.4616581e+01
   4.8207547e+01  -8.8400682e+01
   4.6801580e+01  -8.7061461e+01
   4.6731081e+01  -8.3517886e+01
   4.3008152e+01  -8.2301911e+01
   4.1774225e+01  -8.3351280e+01
   4.1515210e+01  -8.2402675e+01
   4.2790310e+01  -7.8970775e+01
   4.3303655e+01  -7.9142215e+01
   4.3404160e+01  -7.8257646e+01
   4.3566916e+01  -7.6326572e+01
   4.4116484e+01  -7.6399330e+01
   4.5029198e+01  -7.4978743e+01
   4.5015578e+01  -7.1600994e+01
   4.5340221e+01  -7.1389233e+01
   4.5391592e+01  -7.0905765e+01
   4.7481354e+01  -6.9285406e+01
   4.7360783e+01  -6.8202747e+01
   4.7057983e+01  -6.7794873e+01
   4.5685951e+01  -6.7690305e+01
   4.5581905e+01  -6.7367067e+01
   4.4796259e+01  -6.6935275e+01
   4.3808392e+01  -6.8845204e+01
   4.3654804e+01  -7.0083612e+01
   4.2888397e+01  -7.0764413e+01
   4.2632838e+01  -7.0566577e+01
   4.2374004e+01  -7.0950723e+01
   4.2103429e+01  -7.0202567e+01
   4.2002828e+01  -6.9944158e+01
   4.1240582e+01  -6.9818376e+01
   4.0492797e+01  -7.3903987e+01
   3.9682207e+01  -7.4049142e+01
   3.8758753e+01  -7.4985010e+01
   3.8407619e+01  -7.4983705e+01
   3.6954201e+01  -7.5870927e+01
   3.5575397e+01  -7.5418481e+01
   3.5175397e+01  -7.5478481e+01
   3.4612443e+01  -7.6300522e+01
   3.4583567e+01  -7.7092255e+01
   3.3849780e+01  -7.7959254e+01
   3.3718975e+01  -7.8695274e+01
   3.2814384e+01  -7.9513451e+01
   3.2413756e+01  -8.0376976e+01
   3.1657387e+01  -8.1078325e+01
   3.0744221e+01  -8.1407892e+01
   3.0089548e+01  -8.1301706e+01
   2.8509548e+01  -8.0501706e+01
   2.6840075e+01  -7.9974222e+01
   2.5012848e+01  -8.0187094e+01
   2.4442019e+01  -8.1854257e+01
   2.5837710e+01  -8.1750993e+01
   2.7894594e+01  -8.3149072e+01
   2.8923471e+01  -8.2743298e+01
   3.0065321e+01  -8.4052518e+01
   2.9530882e+01  -8.5031105e+01
   3.0055630e+01  -8.5683005e+01
   3.0384592e+01  -8.6585945e+01
   3.0105018e+01  -8.8738156e+01
   2.9014955e+01  -8.9007863e+01
   2.8914955e+01  -8.9407863e+01
   2.9055645e+01  -9.0875371e+01
   2.9734740e+01  -9.3541859e+01
   2.9363317e+01  -9.4640915e+01
   2.8342961e+01  -9.6173459e+01
   2.7179074e+01  -9.7259550e+01
   2.5958342e+01  -9.7106297e+01
   2.5820342e+01  -9.7400297e+01
   2.6425766e+01  -9.9196324e+01
   2.7485947e+01  -9.9700604e+01
   2.9707824e+01  -1.0149294e+02
   2.9714767e+01  -1.0259355e+02
   2.8893851e+01  -1.0310235e+02
   2.9596703e+01  -1.0457067e+02
   3.0631599e+01  -1.0507265e+02
   3.1769030e+01  -1.0654085e+02
   3.1769272e+01  -1.0816844e+02
   3.1294584e+01  -1.0816737e+02
   3.1323671e+01  -1.1110520e+02
   3.2492691e+01  -1.1485044e+02
   3.2717691e+01  -1.1474044e+02
   3.2525525e+01  -1.1717002e+02
   3.3242403e+01  -1.1969305e+02
   3.4003392e+01  -1.2049069e+02
   3.4578676e+01  -1.2065419e+02
   3.6305240e+01  -1.2192314e+02
   3.7227810e+01  -1.2245044e+02
   3.7791733e+01  -1.2257442e+02
   3.8947382e+01  -1.2375264e+02
   4.0455889e+01  -1.2443821e+02
   4.1507122e+01  -1.2414894e+02
   4.2780968e+01  -1.2460601e+02
   4.4088963e+01  -1.2414761e+02
   4.5750596e+01  -1.2399574e+02
   4.8156257e+01  -1.2473013e+02
   4.8403849e+01  -1.2472975e+02
   4.8202553e+01  -1.2325526e+02
   4.9054152e+01  -1.2317659e+02
