 5   27   75.0   20.0  0
 5   43   20.0   25.0  0
 5   44   25.0   25.0  0
 5   45   30.0   25.0  0
 5   46   35.0   25.0  0
 5   47   40.0   25.0  0
 5   48   45.0   25.0  0
 5   49   50.0   25.0  0
 5   50   55.0   25.0  0
 5   68   20.0   30.0  0
 5   69   25.0   30.0  0
 5   70   30.0   30.0  0
 5   71   35.0   30.0  0
 5   72   40.0   30.0  0
 5   73   45.0   30.0  0
 5   74   50.0   30.0  0
 5   75   55.0   30.0  0
 5   76   65.0   30.0  0
 5   77   75.0   30.0  0
 5   93   20.0   35.0  0
 5   94   25.0   35.0  0
 5   95   30.0   35.0  0
 5   96   35.0   35.0  0
 5   97   40.0   35.0  0
 5   98   45.0   35.0  0
 5   99   50.0   35.0  0
 5  100   55.0   35.0  0
 5  119   20.0   40.0  0
 5  120   25.0   40.0  0
 5  121   30.0   40.0  0
 5  122   35.0   40.0  0
 5  123   40.0   40.0  0
 5  124   45.0   40.0  0
 5  125   50.0   40.0  0
 5  126   55.0   40.0  0
 5  127   65.0   40.0  0
 5  128   75.0   40.0  0
 5  144   20.0   45.0  0
 5  145   25.0   45.0  0
 5  146   30.0   45.0  0
 5  147   35.0   45.0  0
 5  148   40.0   45.0  0
 5  149   45.0   45.0  0
 5  150   50.0   45.0  0
 5  151   55.0   45.0  0
 5  169   20.0   50.0  0
 5  170   25.0   50.0  0
 5  171   30.0   50.0  0
 5  172   35.0   50.0  0
 5  173   40.0   50.0  0
 5  174   45.0   50.0  0
 5  175   50.0   50.0  0
 5  176   55.0   50.0  0
 5  177   65.0   50.0  0
 5  178   75.0   50.0  0
 5  194   20.0   55.0  0
 5  195   25.0   55.0  0
 5  196   30.0   55.0  0
 5  197   35.0   55.0  0
 5  198   40.0   55.0  0
 5  199   45.0   55.0  0
 5  200   50.0   55.0  0
 5  201   55.0   55.0  0
 6   19   25.0   60.0  0
 6   20   30.0   60.0  0
 6   21   35.0   60.0  0
 6   22   40.0   60.0  0
 6   23   45.0   60.0  0
 6   24   50.0   60.0  0
 6   25   55.0   60.0  0
 6   26   65.0   60.0  0
 6   27   75.0   60.0  0
 6   45   30.0   65.0  0
 6   46   35.0   65.0  0
 6   47   40.0   65.0  0
 6   48   45.0   65.0  0
 6   49   50.0   65.0  0
 6   50   55.0   65.0  0
 6   75   55.0   70.0  0
 6   76   65.0   70.0  0
 6   77   75.0   70.0  0
 6  126   65.0   80.0  0
 6  127   75.0   80.0  0
 6  178   85.0   90.0  0
