 2   78   85.0  270.0  0
 3   25   55.0  300.0  0
 3   26   65.0  300.0  0
 3   27   75.0  300.0  0
 3   50   55.0  305.0  0
 3   71   30.0  310.0  0
 3   72   35.0  310.0  0
 3   73   40.0  310.0  0
 3   74   45.0  310.0  0
 3   76   55.0  310.0  0
 3   77   65.0  310.0  0
 3   78   75.0  310.0  0
 3   95   25.0  315.0  0
 3   96   30.0  315.0  0
 3   97   35.0  315.0  0
 3   98   40.0  315.0  0
 3   99   45.0  315.0  0
 3  100   50.0  315.0  0
 3  101   55.0  315.0  0
 3  120   25.0  320.0  0
 3  121   30.0  320.0  0
 3  122   35.0  320.0  0
 3  123   40.0  320.0  0
 3  124   45.0  320.0  0
 3  125   50.0  320.0  0
 3  126   55.0  320.0  0
 3  127   65.0  320.0  0
 3  128   75.0  320.0  0
 3  144   20.0  325.0  0
 3  145   25.0  325.0  0
 3  146   30.0  325.0  0
 3  147   35.0  325.0  0
 3  148   40.0  325.0  0
 3  149   45.0  325.0  0
 3  150   50.0  325.0  0
 3  151   55.0  325.0  0
 3  168   15.0  330.0  0
 3  169   20.0  330.0  0
 3  170   25.0  330.0  0
 3  171   30.0  330.0  0
 3  172   35.0  330.0  0
 3  173   40.0  330.0  0
 3  174   45.0  330.0  0
 3  175   50.0  330.0  0
 3  176   55.0  330.0  0
 3  177   65.0  330.0  0
 3  178   75.0  330.0  0
 3  193   15.0  335.0  0
 3  194   20.0  335.0  0
 3  195   25.0  335.0  0
 3  196   30.0  335.0  0
 3  197   35.0  335.0  0
 3  198   40.0  335.0  0
 3  199   45.0  335.0  0
 3  200   50.0  335.0  0
 3  201   55.0  335.0  0
 4   16   10.0  340.0  0
 4   17   15.0  340.0  0
 4   18   20.0  340.0  0
 4   19   25.0  340.0  0
 4   20   30.0  340.0  0
 4   21   35.0  340.0  0
 4   22   40.0  340.0  0
 4   23   45.0  340.0  0
 4   24   50.0  340.0  0
 4   25   55.0  340.0  0
 4   26   65.0  340.0  0
 4   27   75.0  340.0  0
 4   41   10.0  345.0  0
 4   42   15.0  345.0  0
 4   43   20.0  345.0  0
 4   44   25.0  345.0  0
 4   45   30.0  345.0  0
 4   46   35.0  345.0  0
 4   47   40.0  345.0  0
 4   48   45.0  345.0  0
 4   49   50.0  345.0  0
 4   50   55.0  345.0  0
 4   66   10.0  350.0  0
 4   67   15.0  350.0  0
 4   68   20.0  350.0  0
 4   69   25.0  350.0  0
 4   70   30.0  350.0  0
 4   71   35.0  350.0  0
 4   72   40.0  350.0  0
 4   73   45.0  350.0  0
 4   74   50.0  350.0  0
 4   75   55.0  350.0  0
 4   76   65.0  350.0  0
 4   77   75.0  350.0  0
 4   91   10.0  355.0  0
 4   92   15.0  355.0  0
 4   93   20.0  355.0  0
 4   94   25.0  355.0  0
 4   95   30.0  355.0  0
 4   96   35.0  355.0  0
 4   97   40.0  355.0  0
 4   98   45.0  355.0  0
 4   99   50.0  355.0  0
 4  100   55.0  355.0  0
 4  117   15.0    0.0  0
 4  118   20.0    0.0  0
 4  119   25.0    0.0  0
 4  120   30.0    0.0  0
 4  121   35.0    0.0  0
 4  122   40.0    0.0  0
 4  123   45.0    0.0  0
 4  124   50.0    0.0  0
 4  125   55.0    0.0  0
 4  126   65.0    0.0  0
 4  127   75.0    0.0  0
 4  128   85.0    0.0  0
 4  144   20.0    5.0  0
 4  145   25.0    5.0  0
 4  146   30.0    5.0  0
 4  147   35.0    5.0  0
 4  148   40.0    5.0  0
 4  149   45.0    5.0  0
 4  150   50.0    5.0  0
 4  151   55.0    5.0  0
 4  169   20.0   10.0  0
 4  170   25.0   10.0  0
 4  171   30.0   10.0  0
 4  172   35.0   10.0  0
 4  173   40.0   10.0  0
 4  174   45.0   10.0  0
 4  175   50.0   10.0  0
 4  176   55.0   10.0  0
 4  177   65.0   10.0  0
 4  178   75.0   10.0  0
 4  194   20.0   15.0  0
 4  195   25.0   15.0  0
 4  196   30.0   15.0  0
 4  197   35.0   15.0  0
 4  198   40.0   15.0  0
 4  199   45.0   15.0  0
 4  200   50.0   15.0  0
 4  201   55.0   15.0  0
 5   18   20.0   20.0  0
 5   19   25.0   20.0  0
 5   20   30.0   20.0  0
 5   21   35.0   20.0  0
 5   22   40.0   20.0  0
 5   23   45.0   20.0  0
 5   24   50.0   20.0  0
 5   25   55.0   20.0  0
 5   26   65.0   20.0  0
